name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);Масса Ca(OH)2 (g);Масса CaCO3 (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;масса;общая;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;Масса навески (mg);mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;Масса;Hg;mHg;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;volume_calculation_note;mass_calculation_note
T2-N3C1A1;14.6379;25.4092;-0.0003;0.0011;0.0053;0.0023;44.2826;0.6161;0.0045;0.0004;0;0;293;[];3;0;2026-01-26T16:26:07.624951;1;0.135;0.0095;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-N3C2A1;18.6746;32.4009;-0.0014;0.0005;0.0061;0.0008;0.5023;0.0097;-0.0024;0.0009;0;0;294;[];3;0;2026-01-26T16:26:07.624968;1;0.1093;0.0092;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-2A1;12.966;0.0325;0.356;0.0083;0.086;0.0058;224;6.0575;10.034;0.0732;0;0;295;[];8;0;2026-01-26T16:26:07.624971;166.167;1.1613;0.0098;0;0;0;0;0;0;149.7;1.11;24.7005;0;0;0;0;0;0;0;ЛОЖЬ;5.9886;0;0;ЛОЖЬ;0;0;0.0897;0;0.222;0;0;0;1.1614;0;0.0004;180;0;0;0;2026-02-03T10:05:45.923808;T2-2C1;50;0.0001;0;42.3593;0.488;0.0012;8.2143;0.6083;0;0;0;9053.856;1584.4248;0;0;1280;91.7127;0;0;70.9737;0.0028;0.0007;0;3.4518;0.0024;1.5703;0.05;2026-02-06T10:07:06.432682;2.5181;8.215;0;0.6345;0.017;0;1273.1985;0;0.0085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-2A2;13;0.0318;0.354;0.0097;0.032;0.0055;216;6.5108;10.08;0.0862;0;0;296;[];3;0;2026-01-26T16:26:07.624974;167.44;1.0953;0.0091;0;0;0;0;0;0;149.5;1.12;26.91;0;0;0;0;0;0;0;ЛОЖЬ;5.9688;0;0;ЛОЖЬ;0;0;0.0927;0;0.222;0;0;0;1.1684;0;0.0004;180;0;0;0;2026-02-03T10:05:45.923830;T2-2C2;50;0;0;41.9398;0.508;0.0012;7.6961;0.2248;0;0;0;6885.97;1517.724;0;0;980;91.3445;0;0;70.8271;0.0028;0;0;3.5695;0.0024;1.5599;0.05;2026-02-06T10:07:06.432712;2.4874;8.2098;0;0.6514;0.0169;0;1264.77;0;0.0084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-1A3;63.85;0.0354;1.73;0.0084;0.132;0.0054;1084;4.7501;48.578;0.1008;0;0;297;[];3;0;2026-01-26T16:26:07.624976;111.6864;1.175;0.0098;0;0;0;0;0;0;99.72;1.12;17.9496;0;0;0;0;0;0;0;ЛОЖЬ;28.598;0;0;ЛОЖЬ;0;0;0.0087;0;1.11;0;0;0;5.663;0;0.0025;1160;0;0;0;2026-02-03T10:05:45.923839;T2-1C3;50;0.0003;0;134.0343;1.476;0.0021;5.507;0.6187;0;0;0;3093.3144;5080.5346;0;0;660;299.2547;0;0;227.6773;0.0117;0.0014;0;6.9178;0.012;5.2024;0.05;2026-02-06T10:07:06.432742;8.1082;26.5416;0;0.0408;0.0562;0;5436.7344;0;0.0098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-1A4;16.506;0;0.438;0;0.05;0;278;0;12.366;0;0;0;298;[];3;0;2026-01-26T16:26:07.624979;111.7872;0;0;0;0;0;0;0;0;99.81;1.12;17.9658;0;0;0;0;0;0;0;ЛОЖЬ;7.3916;0;0;ЛОЖЬ;0;0;0.108;0;0.27;0;0;0;1.437;0;0.0006;280;0;0;0;2026-02-03T10:05:45.923788;T2-1C4;50;0.0001;0;34.6745;0.448;0.0016;0;0.2346;0;0;0;2533.1778;1304.1175;0;0;540;77.4308;0;0;58.0098;0.0028;0.0005;0;2.1016;0.0028;1.2666;0.05;2026-02-06T10:07:06.432773;2.0547;6.7411;0;0.5066;0.0131;0;1313.4996;0;0.0075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HNO3;-0.0131;0.0315;-0.0017;0.0006;0.0116;0.001;0.1138;0.0052;0.0027;0.0005;0;0;299;[];3;0;2026-01-26T16:26:07.624982;1;0.156;0.0104;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3B1A1;16.5446;28.7116;0.839;0.7286;8.5942;0.1952;2593.5793;695.5029;38.3471;0.5766;0;0;300;[];3;0;2026-01-26T16:26:07.624984;1;-0.2798;0.004;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3B2A1;30.5912;26.795;0.7987;0.6941;9.0987;0.1619;2480.5793;683.6595;36.2904;0.5129;0;0;301;[];3;0;2026-01-26T16:26:07.624987;1;-0.25;0.0033;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3C3A1;16.9479;29.4102;0.2128;0.1943;0.0102;0.0169;2114.9126;520.7869;0.1812;0.021;0;0;302;[];3;0;2026-01-26T16:26:07.624990;1;-0.0941;0.0005;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3C2;17,40666667;30,14923106;0,1544;0,144967307;0,00655;0,009263099;2054,333333;517,8864097;0,105266667;0,016083014;False;0;303;[];3;0;2026-01-26T16:26:07.624992;1;1,020666667;0,00057735;0;0;ЛОЖЬ;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3A1;73.786;0.1909;0.558;0.0542;0.034;0.0061;5900;499.8303;6.292;0.0488;0;0;304;[];3;0;2026-01-26T16:26:07.624995;445;1.0307;0.0025;0;0;0;0;0;0;481.47;0.9243;-54.705;0;0;0;0;0;0;0;ЛОЖЬ;21.02;0;0;ЛОЖЬ;0;0;0.0022;0;0.77;0;0;0;4.8386;0;0.0013;3780;0;0;0;2026-02-03T10:05:45.923855;T2-L3P3F3C1;10;0.0001;0;101.205;0.262;0.0002;4.9625;0.1637;0;0;0;285704.298;28406.73;0;0;59340;355.2575;0;0.0001;30.2941;0.0063;0.0005;0;1.2615;0.0033;3.7073;0.05;2026-02-06T10:07:06.432807;2.6866;23.2964;0;0.0106;0.0159;0;18199.566;0.0005;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скопирован из T2-L3P3A1;0
T2-3A1;20.312;0.0283;0.484;0.009;0.026;0.0054;290;4.818;12.43;0.0784;0;0;305;[];3;0;2026-01-26T16:26:07.624998;189.9031;1.129;0.0087;0;0;0;0;0;0;149.53;1.27;60.5596;0;0;0;0;0;0;0;ЛОЖЬ;9.1692;0;0;ЛОЖЬ;0;0;0.0024;0;0.3;0;0;0;1.4328;0;0.0007;240;0;0;0;2026-02-03T10:05:45.923864;T2-3C1;50;0.0001;0;59.2988;0.78;0.0001;7.3014;0.1681;0;0;0.0006;505215.5157;1875.48;0;0;78120;131.3612;0;0;80.387;0.0045;0.0006;0;5.0444;0.0031;1.9402;0.05;2026-02-06T10:07:06.432847;3.1301;9.2662;0.0001;0.0155;0.02;0;1552.1214;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4-41A1;6.6369;5.7842;0.2151;0.1216;0.0058;0.005;205.6793;4.572;8.3324;0.0801;0;0;306;[];3;0;2026-01-26T16:26:07.625000;1;0.1363;0.0096;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4A1;23.4112;40.605;0.4608;0.4052;0.0027;0.0064;1969.9126;528.6502;11.9438;0.1343;0;0;307;[];3;0;2026-01-26T16:26:07.625003;1;-0.0274;0.0012;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4A2;19.4112;33.6768;0.3866;0.3382;0.0023;0.0058;1889.2459;467.3675;10.2071;0.0819;0;0;308;[];3;0;2026-01-26T16:26:07.625005;1;0.0113;0.0017;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4N3A1;20.0679;34.8142;-0.0008;0.0003;0.007;0.001;6.4533;0.0765;0.0129;0.0004;0;0;309;[];3;0;2026-01-26T16:26:07.625008;1;0.0103;0.0069;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4N3A2;20.8446;36.1594;-0.0014;0.0002;0.0117;0.0013;4.0583;0.0773;0.0053;0.0007;0;0;310;[];3;0;2026-01-26T16:26:07.625011;1;0.1063;0.0095;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4A2;73.6;1.4849;1.076;0.0402;7.39;0.4243;7952;969.3938;31.108;1.0904;0;0;311;[];3;0;2026-01-26T16:26:07.625013;290.735;0.561;0.0117;0;0;0;0;0;0;205.92;1.4119;127.2225;0;0;0;0;0;0;0;ЛОЖЬ;207.36;0;0;ЛОЖЬ;0;0;0.1273;0;1.142;0;0;0;6.489;0;0.0049;11740;0;0;0;2026-02-03T10:05:45.923872;T2-L4C2;10;0.0118;0.0043;426.9957;16.278;0.0175;1.1552;15.2175;0.0021;0.0002;0.0002;70136.352;16374.7584;0.0014;0.0045;34060;151.5571;0.0022;0.0019;64.0576;0.0101;0.0243;0;33.5197;0.0519;2.3516;0.05;2026-02-06T10:07:06.432883;2.2157;13.3621;0.0001;0.2621;0.1069;0.0029;24175.008;0.0039;0.036;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.42 + 56.5 H2SO4;0
T2-L4A1;70.238;0.7778;1.068;0.0331;7.984;0.1556;8374;833.8587;31.388;0.7768;0;0;312;[];3;0;2026-01-26T16:26:07.625015;301.8313;0.662;0.0122;0;0;0;0;0;0;210.28;1.4354;137.327;0;0;0;0;0;0;0;ЛОЖЬ;233.94;0;0;ЛОЖЬ;0;0;0.2122;0;1.15;0;0;0;7.217;0;0.0058;13000;0;0;0;2026-02-03T10:05:45.923880;T2-L4C1;10;0.0144;0.0053;491.929;19.7;0.0224;1.3921;16.7888;0.0025;0.0002;0.0004;71621.368;17608.8472;0.0015;0.0057;34060;147.6965;0.0027;0.0024;66.0027;0.0122;0.0303;0;41.4252;0.062;2.4182;0.05;2026-02-06T10:07:06.432910;2.2458;15.1759;0.0002;0.4462;0.1304;0.0032;27336.4;0.005;0.0471;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.27 + 61.01 H2SO4;0
T2-L4P4A1;86.108;0.4243;0.832;0.0877;0.056;0.0226;6772;545.5859;13.368;0.105;0;0;313;[];3;0;2026-01-26T16:26:07.625018;null;0.9975;0.0015;0;0;0;0;0;0;465.28;1.3096;183.42;0;0;0;0;0;0;0;ЛОЖЬ;31.87;0;0;ЛОЖЬ;0;0;0.0022;0;0.906;0;0;0;5.7554;0;0.0036;4420;0;0;0;2026-02-03T10:05:45.923888;T2-L4P4C1;10;0.0003;0;148.2847;0.164;0.0002;4.6412;0.2606;0;0;0;246598.4;31508.7616;0;0.0005;53000;400.6433;0.0001;0.0001;62.1986;0.0168;0.0014;0;0.7631;0.0061;4.2154;0.05;2026-02-06T10:07:06.432937;3.8711;26.7787;0;0.0102;0.0284;0;20565.376;0.0005;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210.28 + 255.00 (жидкая фаза суспензии);0
T2-L4P4A2;98.504;0.297;0.934;0.0798;0.046;0.0122;6722;538.017;14.588;0.0808;0;0;314;[];3;0;2026-01-26T16:26:07.625022;null;0.9638;0.0005;0;0;0;0;0;0;466.02;1.3127;192.285;0;0;0;0;0;0;0;ЛОЖЬ;13.0718;0;0;ЛОЖЬ;0;0;0.0022;0;1.02;0;0;0;6.4254;0;0.0036;4300;0;0;0;2026-02-03T10:05:45.923896;T2-L4P4C2;10;0.0002;0;60.9172;0.268;0.0002;4.4915;0.2144;0;0;0;273926.556;31325.8644;0;0.0005;58780;459.0483;0.0001;0.0001;67.983;0.0168;0.0009;0;1.2489;0.0063;4.7534;0.05;2026-02-06T10:07:06.432964;4.3526;29.9436;0;0.0103;0.0294;0;20038.86;0.0005;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.92 + 260.10 (жидкая фаза суспензии);0
T2_L1P1B3(1);158.9346;137.9796;0.0401;0.0369;0.2848;0.0059;363.6126;0.6557;1.3674;0.0015;0;0;315;[];3;0;2026-01-26T16:26:07.625024;0;-0.1287;0.0032;0;0;0;0;0;0;0;0;0;0;0;0.182;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1B3(2);96.4012;83.5203;0.0317;0.0297;0.2744;0.0074;410.9459;2.9023;0.9395;0.008;0;0;316;[];3;0;2026-01-26T16:26:07.625027;0;-0.1231;0.0035;0;0;0;0;0;0;0;0;0;0;0;0.1044;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1B3(3);115.3012;99.8901;0.0361;0.0333;0.2899;0.0078;467.9126;8.1166;1.0198;0.0049;0;0;317;[];3;0;2026-01-26T16:26:07.625029;0;-0.1291;0.0027;0;0;0;0;0;0;0;0;0;0;0;0.122;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1B1(1);48.7679;42.2647;0.0281;0.0266;0.6256;0.0041;153.2126;1.2166;1.1304;0.0021;0;0;318;[];3;0;2026-01-26T16:26:07.625032;0;-0.1172;0.003;0;0;0;0;0;0;0;0;0;0;0;0.1094;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1B1(2);68.7346;59.5572;0.0324;0.031;0.7561;0.0046;176.3126;1.5395;1.3574;0.0059;0;0;319;[];3;0;2026-01-26T16:26:07.625034;0;-0.1498;0.0038;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1B1(3);27.9979;24.2762;0.0253;0.0242;0.3416;0.0035;187.1459;3.2347;1.0581;0.0017;0;0;320;[];3;0;2026-01-26T16:26:07.625037;0;-0.102;0.0039;0;0;0;0;0;0;0;0;0;0;0;0.1119;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1B4(1);181.6679;157.7514;0.0338;0.0314;0.2624;0.0048;280.8793;2.2502;1.7324;0.004;0;0;321;[];3;0;2026-01-26T16:26:07.625039;0;-0.1205;0.0011;0;0;0;0;0;0;0;0;0;0;0;0.101;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1B4(2);109.1012;94.5186;0.0377;0.0348;0.2812;0.0083;466.2126;7.8083;0.8022;0.0023;0;0;322;[];3;0;2026-01-26T16:26:07.625042;0;-0.1339;0.0035;0;0;0;0;0;0;0;0;0;0;0;0.117;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1B4(3);193.0346;167.6307;0.0434;0.0397;0.2961;0.0066;325.9459;1.2741;1.3248;0.0029;0;0;323;[];3;0;2026-01-26T16:26:07.625044;0;-0.1392;0.0042;0;0;0;0;0;0;0;0;0;0;0;0.1185;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1F1N1B3 (1);297.3346;257.5464;0.0119;0.0123;0.0743;0.0059;270.8126;10.4542;0.6736;0.0017;0;0;324;[];3;0;2026-01-26T16:26:07.625047;0.1122;-0.1675;0.0041;0;0;0;0;0;0;29.5087;0.0038;-44.0947;0;0;29.621;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0513;0;0;0;0.0563;0;0;0.0001;0;0;0;0;0;0;0.05;2026-02-06T10:07:06.433010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1F1N1B3(2);282.9679;245.1061;0.0095;0.0103;0.0598;0.0052;250.1793;5.0807;0.4799;0.0102;0;0;325;[];3;0;2026-01-26T16:26:07.625049;0.1057;-0.1532;0.0023;0;0;0;0;0;0;52.2607;0.002;-78.2325;0;0;52.366;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0252;0;0;0;0.0286;0;0;0;0;0;0;0;0;0;0.05;2026-02-06T10:07:06.433037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1F1FB4(1);153.1012;132.9572;0.6402;0.1352;3.4817;0.0205;252.9793;6.0277;16.4004;0.0929;0;0;326;[];3;0;2026-01-26T16:26:07.625052;0;-0.1162;0.004;0;0;0;0;0;0;0;0;0;0;0;0.1095;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_L1P1F1FB4(2);269.7346;233.6565;0.0179;0.0175;0.072;0.0065;306.6459;3.0827;0.6573;0.0061;0;0;327;[];3;0;2026-01-26T16:26:07.625054;0;-0.1389;0.0044;0;0;0;0;0;0;0;0;0;0;0;0.1183;0;0;0;0;ЛОЖЬ;0;0;0;ЛОЖЬ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-5A1;67.306;0.3606;1.87;0.7925;0.112;0.0226;1166;634.5079;52.918;0.5314;0;0;328;[];3;0;2026-01-26T16:26:07.625057;180.9192;1.0497;0.0234;1;5;0;0;T2-5C1;1;149.52;1.21;47.0988;0;0;0;0;0;0;0;ЛОЖЬ;36.568;0;0;ЛОЖЬ;0;0;0.1265;0;1.142;0;0;0;6.1576;0;0.0024;1000;0;0;0;2026-02-03T10:05:45.923904;T2-5C1;10;0.0003;0;48.9354;0.654;0.0014;1.4047;0.1499;0;0;0;1766.4293;1560.3459;0;0;1320;90.0692;0;0;70.8151;0.0032;0.0004;0;0.8752;0.013;1.5282;0.05;2026-02-06T10:07:06.433073;2.5024;8.2401;0;0.1693;0.0174;0;1338.204;0;0.0019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-5B1;80.271;0.5869;0.074;0.0439;1.152;0.0255;757;431.4253;1.827;0.0166;0;0;329;[];3;0;2026-01-26T16:26:07.625060;47.0988;1.0011;0.0079;1;5;0;0;T2-5C1;1;149.52;0.315;-153.6318;0;0;0.1012;0;0;0;0;ЛОЖЬ;21.655;0;0;ЛОЖЬ;0;0;0.0332;0;0.206;0;0;0;0.5565;0;0.0006;120;0;0;0;2026-02-03T10:05:45.923907;T2-5C1;0;0.0009;0.0023;503.9153;2.676;0.0021;23.2958;26.8072;0.0001;0.0116;0.0023;686004.2609;17615.5097;0.0001;0.0256;29480;1867.9189;0.0011;0.0024;42.5146;0.014;0.0209;0.1012;62.2709;0.0032;4.7937;0.05;2026-02-06T10:07:06.433099;1.722;12.9498;0.0001;0.7726;0.0745;0.0023;2792.419;0.0558;0.0489;0.0005;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;0
